Condition,Session,Individual,Group,Gender,BreakfastToday,BreakfastUsually,HowHungry,Q1,Q2,Q3,Q4P,Q5P,Q1NP,Q2NP,Q3NP,Contribution,Punishment Sent,Punishment Received,Initial Payoff,Final Payoff,Group Contribution,Group Share,Total Payoff,Participant Number,Punishment First,Punishment Round,Questions Correct,Punishment Questions Correct,Non Punishment Questions Correct,Trial Number,Condition Name,TimeContribution,TimePunishment
1,1,28,1,F,0,1,5,0,1,1,0,1,1,1,1,15,NA,NA,NA,23,50,18,454,3,Y,N,0.75,0.5,0.833333333,12,Breakfast,8,NA
1,1,28,1,F,0,1,5,0,1,1,0,1,1,1,1,15,NA,NA,NA,24,55,19,454,3,Y,N,0.75,0.5,0.833333333,13,Breakfast,8,NA
1,1,28,1,F,0,1,5,0,1,1,0,1,1,1,1,13,NA,NA,NA,17,28,10,454,3,Y,N,0.75,0.5,0.833333333,14,Breakfast,4,NA
1,1,28,1,F,0,1,5,0,1,1,0,1,1,1,1,15,NA,NA,NA,16,30,11,454,3,Y,N,0.75,0.5,0.833333333,15,Breakfast,4,NA
1,1,28,1,F,0,1,5,0,1,1,0,1,1,1,1,0,NA,NA,NA,24,10,4,454,3,Y,N,0.75,0.5,0.833333333,16,Breakfast,3,NA
1,1,28,1,F,0,1,5,0,1,1,0,1,1,1,1,5,NA,NA,NA,19,10,4,454,3,Y,N,0.75,0.5,0.833333333,17,Breakfast,5,NA
1,1,28,1,F,0,1,5,0,1,1,0,1,1,1,1,3,NA,NA,NA,20,8,3,454,3,Y,N,0.75,0.5,0.833333333,18,Breakfast,3,NA
1,1,28,1,F,0,1,5,0,1,1,0,1,1,1,1,0,NA,NA,NA,26,17,6,454,3,Y,N,0.75,0.5,0.833333333,19,Breakfast,6,NA
1,1,28,1,F,0,1,5,0,1,1,0,1,1,1,1,0,NA,NA,NA,24,10,4,454,3,Y,N,0.75,0.5,0.833333333,20,Breakfast,3,NA
1,1,23,1,F,1,1,1,1,0,1,1,1,1,0,1,10,0,0,24,24,40,14,446,4,Y,Y,0.75,1,0.666666667,1,Breakfast,14,62
1,1,23,1,F,1,1,1,1,0,1,1,1,1,0,1,10,0,3,31,28,60,21,446,4,Y,Y,0.75,1,0.666666667,2,Breakfast,7,7
1,1,23,1,F,1,1,1,1,0,1,1,1,1,0,1,15,0,0,26,26,62,22,446,4,Y,Y,0.75,1,0.666666667,3,Breakfast,12,9
1,1,23,1,F,1,1,1,1,0,1,1,1,1,0,1,20,0,0,26,26,75,26,446,4,Y,Y,0.75,1,0.666666667,4,Breakfast,11,11
1,1,23,1,F,1,1,1,1,0,1,1,1,1,0,1,15,4,0,24,20,55,19,446,4,Y,Y,0.75,1,0.666666667,5,Breakfast,4,19
1,1,23,1,F,1,1,1,1,0,1,1,1,1,0,1,15,0,0,27,27,65,23,446,4,Y,Y,0.75,1,0.666666667,6,Breakfast,5,9
1,1,23,1,F,1,1,1,1,0,1,1,1,1,0,1,17,0,0,28,28,72,25,446,4,Y,Y,0.75,1,0.666666667,7,Breakfast,5,8
1,1,23,1,F,1,1,1,1,0,1,1,1,1,0,1,17,1,0,26,25,67,23,446,4,Y,Y,0.75,1,0.666666667,8,Breakfast,6,15
1,1,23,1,F,1,1,1,1,0,1,1,1,1,0,1,15,2,0,26,24,60,21,446,4,Y,Y,0.75,1,0.666666667,9,Breakfast,4,8
1,1,23,1,F,1,1,1,1,0,1,1,1,1,0,1,17,6,0,18,12,45,16,446,4,Y,Y,0.75,1,0.666666667,10,Breakfast,5,11
1,1,23,1,F,1,1,1,1,0,1,1,1,1,0,1,10,NA,NA,NA,24,40,14,446,4,Y,N,0.75,1,0.666666667,11,Breakfast,7,NA
1,1,23,1,F,1,1,1,1,0,1,1,1,1,0,1,10,NA,NA,NA,28,50,18,446,4,Y,N,0.75,1,0.666666667,12,Breakfast,5,NA
1,1,23,1,F,1,1,1,1,0,1,1,1,1,0,1,10,NA,NA,NA,29,55,19,446,4,Y,N,0.75,1,0.666666667,13,Breakfast,4,NA
1,1,23,1,F,1,1,1,1,0,1,1,1,1,0,1,10,NA,NA,NA,20,28,10,446,4,Y,N,0.75,1,0.666666667,14,Breakfast,4,NA
1,1,23,1,F,1,1,1,1,0,1,1,1,1,0,1,15,NA,NA,NA,16,30,11,446,4,Y,N,0.75,1,0.666666667,15,Breakfast,4,NA
1,1,23,1,F,1,1,1,1,0,1,1,1,1,0,1,10,NA,NA,NA,14,10,4,446,4,Y,N,0.75,1,0.666666667,16,Breakfast,5,NA
1,1,23,1,F,1,1,1,1,0,1,1,1,1,0,1,0,NA,NA,NA,24,10,4,446,4,Y,N,0.75,1,0.666666667,17,Breakfast,4,NA
1,1,23,1,F,1,1,1,1,0,1,1,1,1,0,1,5,NA,NA,NA,18,8,3,446,4,Y,N,0.75,1,0.666666667,18,Breakfast,4,NA
1,1,23,1,F,1,1,1,1,0,1,1,1,1,0,1,7,NA,NA,NA,19,17,6,446,4,Y,N,0.75,1,0.666666667,19,Breakfast,5,NA
1,1,23,1,F,1,1,1,1,0,1,1,1,1,0,1,10,NA,NA,NA,14,10,4,446,4,Y,N,0.75,1,0.666666667,20,Breakfast,6,NA
1,1,14,2,F,1,1,2,1,1,1,0,0,1,1,1,10,12,20,20,0,30,11,289,5,Y,Y,0.75,0,1,1,Breakfast,12,47
1,1,14,2,F,1,1,2,1,1,1,0,0,1,1,1,10,3,22,22,0,35,12,289,5,Y,Y,0.75,0,1,2,Breakfast,9,17
1,1,14,2,F,1,1,2,1,1,1,0,0,1,1,1,10,18,2,24,4,42,15,289,5,Y,Y,0.75,0,1,3,Breakfast,9,32
1,1,14,2,F,1,1,2,1,1,1,0,0,1,1,1,15,8,11,22,3,50,18,289,5,Y,Y,0.75,0,1,4,Breakfast,6,18
1,1,14,2,F,1,1,2,1,1,1,0,0,1,1,1,20,10,21,21,0,60,21,289,5,Y,Y,0.75,0,1,5,Breakfast,5,9
1,1,14,2,F,1,1,2,1,1,1,0,0,1,1,1,15,10,8,16,0,32,11,289,5,Y,Y,0.75,0,1,6,Breakfast,5,19
1,1,14,2,F,1,1,2,1,1,1,0,0,1,1,1,10,0,9,29,20,55,19,289,5,Y,Y,0.75,0,1,7,Breakfast,5,8
1,1,14,2,F,1,1,2,1,1,1,0,0,1,1,1,15,0,8,27,19,65,23,289,5,Y,Y,0.75,0,1,8,Breakfast,5,8
1,1,14,2,F,1,1,2,1,1,1,0,0,1,1,1,20,0,5,24,19,70,25,289,5,Y,Y,0.75,0,1,9,Breakfast,5,10
1,1,14,2,F,1,1,2,1,1,1,0,0,1,1,1,20,0,2,24,22,70,25,289,5,Y,Y,0.75,0,1,10,Breakfast,5,8
1,1,14,2,F,1,1,2,1,1,1,0,0,1,1,1,20,NA,NA,NA,24,67,24,289,5,Y,N,0.75,0,1,11,Breakfast,358,NA
1,1,14,2,F,1,1,2,1,1,1,0,0,1,1,1,20,NA,NA,NA,18,52,18,289,5,Y,N,0.75,0,1,12,Breakfast,9,NA
1,1,14,2,F,1,1,2,1,1,1,0,0,1,1,1,20,NA,NA,NA,18,50,18,289,5,Y,N,0.75,0,1,13,Breakfast,4,NA
1,1,14,2,F,1,1,2,1,1,1,0,0,1,1,1,20,NA,NA,NA,16,45,16,289,5,Y,N,0.75,0,1,14,Breakfast,4,NA
1,1,14,2,F,1,1,2,1,1,1,0,0,1,1,1,10,NA,NA,NA,26,45,16,289,5,Y,N,0.75,0,1,15,Breakfast,4,NA
1,1,14,2,F,1,1,2,1,1,1,0,0,1,1,1,10,NA,NA,NA,22,35,12,289,5,Y,N,0.75,0,1,16,Breakfast,4,NA
1,1,14,2,F,1,1,2,1,1,1,0,0,1,1,1,10,NA,NA,NA,22,33,12,289,5,Y,N,0.75,0,1,17,Breakfast,4,NA
1,1,14,2,F,1,1,2,1,1,1,0,0,1,1,1,15,NA,NA,NA,18,38,13,289,5,Y,N,0.75,0,1,18,Breakfast,3,NA
1,1,14,2,F,1,1,2,1,1,1,0,0,1,1,1,10,NA,NA,NA,20,27,10,289,5,Y,N,0.75,0,1,19,Breakfast,5,NA
1,1,14,2,F,1,1,2,1,1,1,0,0,1,1,1,5,NA,NA,NA,18,8,3,289,5,Y,N,0.75,0,1,20,Breakfast,4,NA
1,1,15,2,M,1,1,1,0,1,0,1,0,1,1,1,5,11,38,25,0,30,11,373,6,Y,Y,0.625,0.5,0.666666667,1,Breakfast,146,100
1,1,15,2,M,1,1,1,0,1,0,1,0,1,1,1,10,20,9,22,0,35,12,373,6,Y,Y,0.625,0.5,0.666666667,2,Breakfast,11,43
1,1,15,2,M,1,1,1,0,1,0,1,0,1,1,1,0,4,41,34,0,42,15,373,6,Y,Y,0.625,0.5,0.666666667,3,Breakfast,3,19
1,1,15,2,M,1,1,1,0,1,0,1,0,1,1,1,0,15,30,37,0,50,18,373,6,Y,Y,0.625,0.5,0.666666667,4,Breakfast,6,9
1,1,15,2,M,1,1,1,0,1,0,1,0,1,1,1,0,40,103,41,0,60,21,373,6,Y,Y,0.625,0.5,0.666666667,5,Breakfast,5,12
1,1,15,2,M,1,1,1,0,1,0,1,0,1,1,1,2,10,32,29,0,32,11,373,6,Y,Y,0.625,0.5,0.666666667,6,Breakfast,6,13
1,1,15,2,M,1,1,1,0,1,0,1,0,1,1,1,10,9,0,29,20,55,19,373,6,Y,Y,0.625,0.5,0.666666667,7,Breakfast,6,14
1,1,15,2,M,1,1,1,0,1,0,1,0,1,1,1,10,9,6,32,17,65,23,373,6,Y,Y,0.625,0.5,0.666666667,8,Breakfast,6,6
1,1,15,2,M,1,1,1,0,1,0,1,0,1,1,1,10,6,0,34,28,70,25,373,6,Y,Y,0.625,0.5,0.666666667,9,Breakfast,4,6
1,1,15,2,M,1,1,1,0,1,0,1,0,1,1,1,13,3,0,31,28,70,25,373,6,Y,Y,0.625,0.5,0.666666667,10,Breakfast,7,5
1,1,15,2,M,1,1,1,0,1,0,1,0,1,1,1,12,NA,NA,NA,32,67,24,373,6,Y,N,0.625,0.5,0.666666667,11,Breakfast,86,NA
1,1,15,2,M,1,1,1,0,1,0,1,0,1,1,1,12,NA,NA,NA,26,52,18,373,6,Y,N,0.625,0.5,0.666666667,12,Breakfast,8,NA
1,1,15,2,M,1,1,1,0,1,0,1,0,1,1,1,10,NA,NA,NA,28,50,18,373,6,Y,N,0.625,0.5,0.666666667,13,Breakfast,5,NA
1,1,15,2,M,1,1,1,0,1,0,1,0,1,1,1,5,NA,NA,NA,31,45,16,373,6,Y,N,0.625,0.5,0.666666667,14,Breakfast,5,NA
1,1,15,2,M,1,1,1,0,1,0,1,0,1,1,1,5,NA,NA,NA,31,45,16,373,6,Y,N,0.625,0.5,0.666666667,15,Breakfast,2,NA
1,1,15,2,M,1,1,1,0,1,0,1,0,1,1,1,5,NA,NA,NA,27,35,12,373,6,Y,N,0.625,0.5,0.666666667,16,Breakfast,5,NA
1,1,15,2,M,1,1,1,0,1,0,1,0,1,1,1,5,NA,NA,NA,27,33,12,373,6,Y,N,0.625,0.5,0.666666667,17,Breakfast,5,NA
1,1,15,2,M,1,1,1,0,1,0,1,0,1,1,1,3,NA,NA,NA,30,38,13,373,6,Y,N,0.625,0.5,0.666666667,18,Breakfast,3,NA
1,1,15,2,M,1,1,1,0,1,0,1,0,1,1,1,2,NA,NA,NA,28,27,10,373,6,Y,N,0.625,0.5,0.666666667,19,Breakfast,3,NA
1,1,15,2,M,1,1,1,0,1,0,1,0,1,1,1,3,NA,NA,NA,20,8,3,373,6,Y,N,0.625,0.5,0.666666667,20,Breakfast,3,NA
1,1,24,2,M,1,1,2,1,1,1,1,0,1,1,1,10,0,24,20,0,30,11,411,7,Y,Y,0.875,0.5,1,1,Breakfast,15,27
1,1,24,2,M,1,1,2,1,1,1,1,0,1,1,1,0,6,19,32,7,35,12,411,7,Y,Y,0.875,0.5,1,2,Breakfast,7,73
1,1,24,2,M,1,1,2,1,1,1,1,0,1,1,1,12,2,11,22,9,42,15,411,7,Y,Y,0.875,0.5,1,3,Breakfast,5,11
1,1,24,2,M,1,1,2,1,1,1,1,0,1,1,1,15,2,15,22,5,50,18,411,7,Y,Y,0.875,0.5,1,4,Breakfast,8,10
1,1,24,2,M,1,1,2,1,1,1,1,0,1,1,1,20,15,21,21,0,60,21,411,7,Y,Y,0.875,0.5,1,5,Breakfast,4,15
1,1,24,2,M,1,1,2,1,1,1,1,0,1,1,1,0,0,47,31,0,32,11,411,7,Y,Y,0.875,0.5,1,6,Breakfast,4,9
1,1,24,2,M,1,1,2,1,1,1,1,0,1,1,1,15,0,7,24,17,55,19,411,7,Y,Y,0.875,0.5,1,7,Breakfast,7,17
1,1,24,2,M,1,1,2,1,1,1,1,0,1,1,1,20,2,7,22,13,65,23,411,7,Y,Y,0.875,0.5,1,8,Breakfast,7,10
1,1,24,2,M,1,1,2,1,1,1,1,0,1,1,1,20,0,5,24,19,70,25,411,7,Y,Y,0.875,0.5,1,9,Breakfast,9,10
1,1,24,2,M,1,1,2,1,1,1,1,0,1,1,1,17,0,3,27,24,70,25,411,7,Y,Y,0.875,0.5,1,10,Breakfast,9,9
1,1,24,2,M,1,1,2,1,1,1,1,0,1,1,1,15,NA,NA,NA,29,67,24,411,7,Y,N,0.875,0.5,1,11,Breakfast,11,NA
1,1,24,2,M,1,1,2,1,1,1,1,0,1,1,1,0,NA,NA,NA,38,52,18,411,7,Y,N,0.875,0.5,1,12,Breakfast,10,NA
1,1,24,2,M,1,1,2,1,1,1,1,0,1,1,1,0,NA,NA,NA,38,50,18,411,7,Y,N,0.875,0.5,1,13,Breakfast,3,NA
1,1,24,2,M,1,1,2,1,1,1,1,0,1,1,1,0,NA,NA,NA,36,45,16,411,7,Y,N,0.875,0.5,1,14,Breakfast,2,NA
1,1,24,2,M,1,1,2,1,1,1,1,0,1,1,1,10,NA,NA,NA,26,45,16,411,7,Y,N,0.875,0.5,1,15,Breakfast,12,NA
1,1,24,2,M,1,1,2,1,1,1,1,0,1,1,1,0,NA,NA,NA,32,35,12,411,7,Y,N,0.875,0.5,1,16,Breakfast,3,NA
1,1,24,2,M,1,1,2,1,1,1,1,0,1,1,1,0,NA,NA,NA,32,33,12,411,7,Y,N,0.875,0.5,1,17,Breakfast,2,NA
1,1,24,2,M,1,1,2,1,1,1,1,0,1,1,1,0,NA,NA,NA,33,38,13,411,7,Y,N,0.875,0.5,1,18,Breakfast,3,NA
1,1,24,2,M,1,1,2,1,1,1,1,0,1,1,1,0,NA,NA,NA,30,27,10,411,7,Y,N,0.875,0.5,1,19,Breakfast,2,NA
1,1,24,2,M,1,1,2,1,1,1,1,0,1,1,1,0,NA,NA,NA,23,8,3,411,7,Y,N,0.875,0.5,1,20,Breakfast,2,NA
1,1,22,2,M,1,1,1,0,1,0,1,1,1,1,1,5,20,15,25,0,30,11,253,8,Y,Y,0.75,1,0.666666667,1,Breakfast,31,71
1,1,22,2,M,1,1,1,0,1,0,1,1,1,1,1,15,5,24,17,0,35,12,253,8,Y,Y,0.75,1,0.666666667,2,Breakfast,10,63
1,1,22,2,M,1,1,1,0,1,0,1,1,1,1,1,20,0,8,14,6,42,15,253,8,Y,Y,0.75,1,0.666666667,3,Breakfast,6,38
1,1,22,2,M,1,1,1,0,1,0,1,1,1,1,1,20,0,8,17,9,50,18,253,8,Y,Y,0.75,1,0.666666667,4,Breakfast,6,10
1,1,22,2,M,1,1,1,0,1,0,1,1,1,1,1,20,0,42,21,0,60,21,253,8,Y,Y,0.75,1,0.666666667,5,Breakfast,6,11
1,1,22,2,M,1,1,1,0,1,0,1,1,1,1,1,15,16,8,16,0,21,11,253,8,Y,Y,0.75,1,0.666666667,6,Breakfast,9,37
1,1,22,2,M,1,1,1,0,1,0,1,1,1,1,1,20,0,6,19,13,55,19,253,8,Y,Y,0.75,1,0.666666667,7,Breakfast,5,10
1,1,22,2,M,1,1,1,0,1,0,1,1,1,1,1,20,0,7,22,15,65,23,253,8,Y,Y,0.75,1,0.666666667,8,Breakfast,6,8
1,1,22,2,M,1,1,1,0,1,0,1,1,1,1,1,20,0,5,24,19,70,25,253,8,Y,Y,0.75,1,0.666666667,9,Breakfast,6,6
1,1,22,2,M,1,1,1,0,1,0,1,1,1,1,1,20,0,2,24,22,70,25,253,8,Y,Y,0.75,1,0.666666667,10,Breakfast,5,6
1,1,22,2,M,1,1,1,0,1,0,1,1,1,1,1,20,NA,NA,NA,24,67,24,253,8,Y,N,0.75,1,0.666666667,11,Breakfast,11,NA
1,1,22,2,M,1,1,1,0,1,0,1,1,1,1,1,20,NA,NA,NA,18,52,18,253,8,Y,N,0.75,1,0.666666667,12,Breakfast,6,NA
1,1,22,2,M,1,1,1,0,1,0,1,1,1,1,1,20,NA,NA,NA,18,50,18,253,8,Y,N,0.75,1,0.666666667,13,Breakfast,5,NA
1,1,22,2,M,1,1,1,0,1,0,1,1,1,1,1,20,NA,NA,NA,16,45,16,253,8,Y,N,0.75,1,0.666666667,14,Breakfast,5,NA
1,1,22,2,M,1,1,1,0,1,0,1,1,1,1,1,20,NA,NA,NA,16,45,16,253,8,Y,N,0.75,1,0.666666667,15,Breakfast,4,NA
1,1,22,2,M,1,1,1,0,1,0,1,1,1,1,1,20,NA,NA,NA,12,35,12,253,8,Y,N,0.75,1,0.666666667,16,Breakfast,4,NA
1,1,22,2,M,1,1,1,0,1,0,1,1,1,1,1,18,NA,NA,NA,14,33,12,253,8,Y,N,0.75,1,0.666666667,17,Breakfast,7,NA
1,1,22,2,M,1,1,1,0,1,0,1,1,1,1,1,20,NA,NA,NA,13,38,13,253,8,Y,N,0.75,1,0.666666667,18,Breakfast,5,NA
1,1,22,2,M,1,1,1,0,1,0,1,1,1,1,1,15,NA,NA,NA,15,27,10,253,8,Y,N,0.75,1,0.666666667,19,Breakfast,4,NA
1,1,22,2,M,1,1,1,0,1,0,1,1,1,1,1,0,NA,NA,NA,23,8,3,253,8,Y,N,0.75,1,0.666666667,20,Breakfast,5,NA
1,1,25,3,M,1,1,1,1,1,1,1,1,1,1,1,20,0,0,17,17,50,18,450,9,Y,Y,1,1,1,1,Breakfast,12,11
1,1,25,3,M,1,1,1,1,1,1,1,1,1,1,1,20,0,0,25,25,74,26,450,9,Y,Y,1,1,1,2,Breakfast,4,5
1,1,25,3,M,1,1,1,1,1,1,1,1,1,1,1,20,0,0,28,28,80,28,450,9,Y,Y,1,1,1,3,Breakfast,4,4
1,1,25,3,M,1,1,1,1,1,1,1,1,1,1,1,20,0,0,28,28,80,28,450,9,Y,Y,1,1,1,4,Breakfast,5,5
1,1,25,3,M,1,1,1,1,1,1,1,1,1,1,1,20,0,0,28,28,80,28,450,9,Y,Y,1,1,1,5,Breakfast,3,4
1,1,25,3,M,1,1,1,1,1,1,1,1,1,1,1,20,0,0,28,28,80,28,450,9,Y,Y,1,1,1,6,Breakfast,5,5
1,1,25,3,M,1,1,1,1,1,1,1,1,1,1,1,20,0,0,28,28,80,28,450,9,Y,Y,1,1,1,7,Breakfast,5,5
1,1,25,3,M,1,1,1,1,1,1,1,1,1,1,1,20,0,0,28,28,80,28,450,9,Y,Y,1,1,1,8,Breakfast,4,5
1,1,25,3,M,1,1,1,1,1,1,1,1,1,1,1,20,0,0,28,28,80,28,450,9,Y,Y,1,1,1,9,Breakfast,5,6
1,1,25,3,M,1,1,1,1,1,1,1,1,1,1,1,20,0,0,28,28,80,28,450,9,Y,Y,1,1,1,10,Breakfast,4,5
1,1,25,3,M,1,1,1,1,1,1,1,1,1,1,1,20,NA,NA,NA,21,60,21,450,9,Y,N,1,1,1,11,Breakfast,6,NA
1,1,25,3,M,1,1,1,1,1,1,1,1,1,1,1,20,NA,NA,NA,19,55,19,450,9,Y,N,1,1,1,12,Breakfast,4,NA
1,1,25,3,M,1,1,1,1,1,1,1,1,1,1,1,20,NA,NA,NA,23,65,23,450,9,Y,N,1,1,1,13,Breakfast,4,NA
1,1,25,3,M,1,1,1,1,1,1,1,1,1,1,1,20,NA,NA,NA,18,50,18,450,9,Y,N,1,1,1,14,Breakfast,4,NA
1,1,25,3,M,1,1,1,1,1,1,1,1,1,1,1,20,NA,NA,NA,19,54,19,450,9,Y,N,1,1,1,15,Breakfast,3,NA
1,1,25,3,M,1,1,1,1,1,1,1,1,1,1,1,20,NA,NA,NA,18,50,18,450,9,Y,N,1,1,1,16,Breakfast,4,NA
1,1,25,3,M,1,1,1,1,1,1,1,1,1,1,1,20,NA,NA,NA,19,53,19,450,9,Y,N,1,1,1,17,Breakfast,5,NA
1,1,25,3,M,1,1,1,1,1,1,1,1,1,1,1,20,NA,NA,NA,15,43,15,450,9,Y,N,1,1,1,18,Breakfast,4,NA
1,1,25,3,M,1,1,1,1,1,1,1,1,1,1,1,20,NA,NA,NA,10,29,10,450,9,Y,N,1,1,1,19,Breakfast,3,NA
1,1,25,3,M,1,1,1,1,1,1,1,1,1,1,1,0,NA,NA,NA,22,4,2,450,9,Y,N,1,1,1,20,Breakfast,4,NA
1,1,31,3,F,1,1,2,1,1,1,1,1,1,1,1,10,0,0,27,27,50,18,576,10,Y,Y,1,1,1,1,Breakfast,32,18
1,1,31,3,F,1,1,2,1,1,1,1,1,1,1,1,14,0,6,31,25,74,26,576,10,Y,Y,1,1,1,2,Breakfast,8,7
1,1,31,3,F,1,1,2,1,1,1,1,1,1,1,1,20,0,0,28,28,80,28,576,10,Y,Y,1,1,1,3,Breakfast,4,8
1,1,31,3,F,1,1,2,1,1,1,1,1,1,1,1,20,0,0,28,28,80,28,576,10,Y,Y,1,1,1,4,Breakfast,6,6
1,1,31,3,F,1,1,2,1,1,1,1,1,1,1,1,20,0,0,28,28,80,28,576,10,Y,Y,1,1,1,5,Breakfast,4,6
1,1,31,3,F,1,1,2,1,1,1,1,1,1,1,1,20,0,0,28,28,80,28,576,10,Y,Y,1,1,1,6,Breakfast,4,5
1,1,31,3,F,1,1,2,1,1,1,1,1,1,1,1,20,0,0,28,28,80,28,576,10,Y,Y,1,1,1,7,Breakfast,3,7
1,1,31,3,F,1,1,2,1,1,1,1,1,1,1,1,20,0,0,28,28,80,28,576,10,Y,Y,1,1,1,8,Breakfast,3,4
1,1,31,3,F,1,1,2,1,1,1,1,1,1,1,1,20,0,0,28,28,80,28,576,10,Y,Y,1,1,1,9,Breakfast,5,5
1,1,31,3,F,1,1,2,1,1,1,1,1,1,1,1,20,0,0,28,28,80,28,576,10,Y,Y,1,1,1,10,Breakfast,4,5
1,1,31,3,F,1,1,2,1,1,1,1,1,1,1,1,10,NA,NA,NA,31,60,21,576,10,Y,N,1,1,1,11,Breakfast,19,NA
1,1,31,3,F,1,1,2,1,1,1,1,1,1,1,1,5,NA,NA,NA,34,55,19,576,10,Y,N,1,1,1,12,Breakfast,5,NA
1,1,31,3,F,1,1,2,1,1,1,1,1,1,1,1,20,NA,NA,NA,23,65,23,576,10,Y,N,1,1,1,13,Breakfast,4,NA
1,1,31,3,F,1,1,2,1,1,1,1,1,1,1,1,5,NA,NA,NA,33,50,18,576,10,Y,N,1,1,1,14,Breakfast,4,NA
1,1,31,3,F,1,1,2,1,1,1,1,1,1,1,1,4,NA,NA,NA,35,54,19,576,10,Y,N,1,1,1,15,Breakfast,4,NA
1,1,31,3,F,1,1,2,1,1,1,1,1,1,1,1,3,NA,NA,NA,35,50,18,576,10,Y,N,1,1,1,16,Breakfast,4,NA
1,1,31,3,F,1,1,2,1,1,1,1,1,1,1,1,4,NA,NA,NA,35,53,19,576,10,Y,N,1,1,1,17,Breakfast,4,NA
1,1,31,3,F,1,1,2,1,1,1,1,1,1,1,1,5,NA,NA,NA,30,43,15,576,10,Y,N,1,1,1,18,Breakfast,8,NA
1,1,31,3,F,1,1,2,1,1,1,1,1,1,1,1,4,NA,NA,NA,26,29,10,576,10,Y,N,1,1,1,19,Breakfast,3,NA
1,1,31,3,F,1,1,2,1,1,1,1,1,1,1,1,4,NA,NA,NA,18,4,2,576,10,Y,N,1,1,1,20,Breakfast,4,NA
1,1,19,3,M,1,1,2,1,1,1,1,1,1,1,1,10,0,0,27,27,50,18,483,11,Y,Y,1,1,1,1,Breakfast,25,8
1,1,19,3,M,1,1,2,1,1,1,1,1,1,1,1,20,0,0,25,25,74,26,483,11,Y,Y,1,1,1,2,Breakfast,4,5
1,1,19,3,M,1,1,2,1,1,1,1,1,1,1,1,20,0,0,28,28,80,28,483,11,Y,Y,1,1,1,3,Breakfast,3,5
1,1,19,3,M,1,1,2,1,1,1,1,1,1,1,1,20,0,0,28,28,80,28,483,11,Y,Y,1,1,1,4,Breakfast,4,4
1,1,19,3,M,1,1,2,1,1,1,1,1,1,1,1,20,0,0,28,28,80,28,483,11,Y,Y,1,1,1,5,Breakfast,5,4
1,1,19,3,M,1,1,2,1,1,1,1,1,1,1,1,20,0,0,28,28,80,28,483,11,Y,Y,1,1,1,6,Breakfast,5,6
1,1,19,3,M,1,1,2,1,1,1,1,1,1,1,1,20,0,0,28,28,80,28,483,11,Y,Y,1,1,1,7,Breakfast,3,6
1,1,19,3,M,1,1,2,1,1,1,1,1,1,1,1,20,0,0,28,28,80,28,483,11,Y,Y,1,1,1,8,Breakfast,4,5
1,1,19,3,M,1,1,2,1,1,1,1,1,1,1,1,20,0,0,28,28,80,28,483,11,Y,Y,1,1,1,9,Breakfast,4,5
1,1,19,3,M,1,1,2,1,1,1,1,1,1,1,1,20,0,0,28,28,80,28,483,11,Y,Y,1,1,1,10,Breakfast,3,4
1,1,19,3,M,1,1,2,1,1,1,1,1,1,1,1,20,NA,NA,NA,21,60,21,483,11,Y,N,1,1,1,11,Breakfast,6,NA
1,1,19,3,M,1,1,2,1,1,1,1,1,1,1,1,20,NA,NA,NA,19,55,19,483,11,Y,N,1,1,1,12,Breakfast,4,NA
1,1,19,3,M,1,1,2,1,1,1,1,1,1,1,1,20,NA,NA,NA,23,65,23,483,11,Y,N,1,1,1,13,Breakfast,3,NA
1,1,19,3,M,1,1,2,1,1,1,1,1,1,1,1,20,NA,NA,NA,18,50,18,483,11,Y,N,1,1,1,14,Breakfast,2,NA
1,1,19,3,M,1,1,2,1,1,1,1,1,1,1,1,20,NA,NA,NA,19,54,19,483,11,Y,N,1,1,1,15,Breakfast,3,NA
1,1,19,3,M,1,1,2,1,1,1,1,1,1,1,1,20,NA,NA,NA,18,50,18,483,11,Y,N,1,1,1,16,Breakfast,5,NA
1,1,19,3,M,1,1,2,1,1,1,1,1,1,1,1,19,NA,NA,NA,20,53,19,483,11,Y,N,1,1,1,17,Breakfast,13,NA
1,1,19,3,M,1,1,2,1,1,1,1,1,1,1,1,18,NA,NA,NA,17,43,15,483,11,Y,N,1,1,1,18,Breakfast,3,NA
1,1,19,3,M,1,1,2,1,1,1,1,1,1,1,1,0,NA,NA,NA,30,29,10,483,11,Y,N,1,1,1,19,Breakfast,2,NA
1,1,19,3,M,1,1,2,1,1,1,1,1,1,1,1,0,NA,NA,NA,22,4,2,483,11,Y,N,1,1,1,20,Breakfast,2,NA
1,1,21,3,M,1,1,1,1,1,1,1,1,1,1,1,10,0,0,27,27,50,18,576,12,Y,Y,1,1,1,1,Breakfast,15,38
1,1,21,3,M,1,1,1,1,1,1,1,1,1,1,1,20,2,0,25,23,74,26,576,12,Y,Y,1,1,1,2,Breakfast,27,38
1,1,21,3,M,1,1,1,1,1,1,1,1,1,1,1,20,0,0,28,28,80,28,576,12,Y,Y,1,1,1,3,Breakfast,17,12
1,1,21,3,M,1,1,1,1,1,1,1,1,1,1,1,20,0,0,28,28,80,28,576,12,Y,Y,1,1,1,4,Breakfast,9,7
1,1,21,3,M,1,1,1,1,1,1,1,1,1,1,1,20,0,0,28,28,80,28,576,12,Y,Y,1,1,1,5,Breakfast,6,7
